player_id,player_name,entry_course,starts,avg_st,min_st,max_st,top_st_rate,reliability
3717,立間充宏,1,14,0.119,0.04,0.28,64.29,B
3636,坂野泰章,2,5,0.244,0.2,0.34,0.0,C
3476,中村稔宏,3,3,0.347,0.27,0.47,0.0,参考
4776,竹田和哉,4,9,0.147,0.02,0.3,22.22,C
3609,泉祥史,5,3,0.27,0.17,0.34,0.0,参考
4846,佐藤駿介,6,45,0.185,0.05,0.31,20.0,A
4571,菅章哉,1,14,0.177,0.01,0.45,14.29,B
4739,中村晃朋,2,12,0.154,0.09,0.25,8.33,B
3442,宮武英司,3,10,0.142,0.06,0.21,30.0,B
3682,切田潤二,4,8,0.204,0.16,0.25,12.5,C
4798,浜先真範,6,13,0.217,0.13,0.32,15.38,B
4157,田崎豊,5,5,0.18,0.09,0.27,0.0,C
3539,金子順一,2,42,0.185,0.05,0.41,2.38,A
4158,木場雄二郎,3,33,0.16,0.06,0.29,33.33,A
4475,末永祐輝,5,35,0.155,0.02,0.32,17.14,A
3661,柳瀬興志,1,22,0.215,0.06,0.46,9.09,A
4034,西原明生,2,7,0.213,0.11,0.29,0.0,C
4471,新田泰章,3,17,0.127,0.01,0.29,23.53,B
4164,岩永節也,5,7,0.196,0.16,0.23,0.0,C
3350,藤本佳史,6,8,0.199,0.11,0.33,0.0,C
3427,大賀広幸,1,28,0.168,0.07,0.29,25.0,A
3636,坂野泰章,3,5,0.188,0.02,0.34,20.0,C
4558,宮野仁,5,7,0.161,0.09,0.29,14.29,C
3832,下田哲也,6,6,0.208,0.19,0.27,16.67,C
2930,新良一規,1,15,0.203,0.04,0.29,33.33,B
4601,森野正弘,4,23,0.132,0.03,0.2,43.48,A
4812,西野雄貴,6,18,0.15,0.06,0.25,44.44,B
4064,原田篤志,5,30,0.155,0.06,0.29,10.0,A
3773,津留浩一郎,1,9,0.128,0.03,0.24,22.22,C
3305,小野信樹,2,16,0.178,0.1,0.33,6.25,B
3846,藤井理,5,5,0.124,0.05,0.16,20.0,C
3711,江本真治,4,29,0.161,0.06,0.28,6.9,A
3361,岡部浩,1,3,0.223,0.16,0.32,33.33,参考
3661,柳瀬興志,2,27,0.213,0.08,0.28,7.41,A
3897,白井英治,3,31,0.147,0.04,0.32,16.13,A
3539,金子順一,4,19,0.207,0.04,0.35,0.0,B
3935,岩津徹郎,5,9,0.184,0.09,0.28,0.0,C
4471,新田泰章,1,19,0.147,0.05,0.29,47.37,B
3682,切田潤二,2,13,0.186,0.09,0.26,7.69,B
3788,一宮稔弘,3,9,0.123,0.04,0.24,22.22,C
3609,泉祥史,4,3,0.163,0.14,0.2,0.0,参考
3980,青木義一,5,8,0.164,0.11,0.26,37.5,C
4361,柳生泰二,6,19,0.133,0.06,0.21,15.79,B
3305,小野信樹,1,17,0.194,0.07,0.35,5.88,B
3368,新名文博,2,6,0.22,0.09,0.39,0.0,C
4009,小林一樹,3,47,0.114,0.01,0.19,40.43,A
4179,広次修,4,21,0.161,0.04,0.27,23.81,A
4167,片岡秀樹,6,10,0.198,0.12,0.27,20.0,B
3442,宮武英司,5,12,0.19,0.12,0.26,0.0,B
3436,柏野幸二,1,13,0.109,0.06,0.16,53.85,B
3361,岡部浩,2,5,0.226,0.13,0.33,0.0,C
4571,菅章哉,3,8,0.152,0.08,0.27,0.0,C
3717,立間充宏,4,9,0.154,0.03,0.3,22.22,C
4158,木場雄二郎,5,38,0.149,0.07,0.24,15.79,A
4601,森野正弘,6,26,0.152,0.03,0.29,26.92,A
3897,白井英治,1,59,0.142,0.02,0.25,25.42,A
3427,大賀広幸,2,19,0.191,0.1,0.33,0.0,B
3350,藤本佳史,3,10,0.147,0.07,0.26,30.0,B
4064,原田篤志,4,55,0.158,0.05,0.26,12.73,A
4361,柳生泰二,5,33,0.146,0.05,0.27,24.24,A
3711,江本真治,6,24,0.196,0.07,0.35,4.17,A
4361,柳生泰二,1,64,0.133,0.03,0.25,45.31,A
4558,宮野仁,2,7,0.156,0.05,0.24,14.29,C
4034,西原明生,3,4,0.253,0.19,0.29,0.0,参考
4328,貞本拓哉,5,5,0.26,0.11,0.4,0.0,C
3368,新名文博,4,3,0.263,0.23,0.29,33.33,参考
4009,小林一樹,1,45,0.139,0.05,0.27,46.67,A
3935,岩津徹郎,2,9,0.188,0.1,0.35,0.0,C
2930,新良一規,3,21,0.172,0.01,0.45,14.29,A
4812,西野雄貴,5,9,0.134,0.05,0.27,33.33,C
4157,田崎豊,2,3,0.167,0.14,0.19,66.67,参考
4164,岩永節也,3,8,0.179,0.09,0.28,0.0,C
3361,岡部浩,4,4,0.152,0.1,0.23,0.0,参考
3682,切田潤二,5,5,0.192,0.07,0.28,0.0,C
3636,坂野泰章,6,4,0.223,0.12,0.35,25.0,参考
3846,藤井理,2,5,0.204,0.09,0.28,0.0,C
4167,片岡秀樹,3,8,0.133,0.07,0.2,12.5,C
4158,木場雄二郎,4,28,0.155,0.05,0.25,17.86,A
4776,竹田和哉,6,12,0.23,0.12,0.36,8.33,B
3436,柏野幸二,5,15,0.156,0.09,0.23,26.67,B
4179,広次修,1,27,0.15,0.07,0.24,44.44,A
3980,青木義一,2,4,0.202,0.08,0.31,0.0,参考
4558,宮野仁,3,5,0.098,0.04,0.18,60.0,C
3661,柳瀬興志,4,25,0.192,0.1,0.29,4.0,A
3350,藤本佳史,5,8,0.171,0.11,0.25,0.0,C
3773,津留浩一郎,6,7,0.109,0.04,0.15,28.57,C
3935,岩津徹郎,1,7,0.173,0.08,0.23,28.57,C
3711,江本真治,2,35,0.152,0.03,0.31,14.29,A
4475,末永祐輝,3,26,0.143,0.05,0.28,26.92,A
4361,柳生泰二,4,45,0.136,0.02,0.28,40.0,A
4571,菅章哉,5,14,0.166,0.06,0.29,42.86,B
3305,小野信樹,4,11,0.157,0.05,0.27,27.27,B
3368,新名文博,5,5,0.232,0.11,0.3,0.0,C
4739,中村晃朋,6,5,0.102,0.07,0.16,40.0,C
3897,白井英治,2,37,0.159,0.05,0.28,16.22,A
3788,一宮稔弘,1,10,0.128,0.07,0.2,30.0,B
3442,宮武英司,2,9,0.163,0.13,0.21,11.11,C
4064,原田篤志,3,52,0.162,0.08,0.28,13.46,A
3476,中村稔宏,5,4,0.253,0.15,0.39,0.0,参考
4601,森野正弘,1,36,0.153,0.04,0.36,33.33,A
3350,藤本佳史,4,9,0.167,0.01,0.3,22.22,C
3717,立間充宏,5,7,0.151,0.06,0.23,42.86,C
3711,江本真治,1,52,0.136,0.03,0.23,38.46,A
2930,新良一規,2,16,0.186,0.09,0.33,0.0,B
4739,中村晃朋,3,8,0.136,0.05,0.22,25.0,C
3427,大賀広幸,4,19,0.186,0.1,0.3,0.0,B
4034,西原明生,5,7,0.177,0.11,0.29,14.29,C
4471,新田泰章,6,16,0.175,0.1,0.29,6.25,B
3442,宮武英司,1,13,0.145,0.07,0.22,15.38,B
4009,小林一樹,2,29,0.121,0.03,0.19,27.59,A
3832,下田哲也,3,8,0.171,0.05,0.37,0.0,C
3897,白井英治,4,26,0.123,0.03,0.25,11.54,A
3773,津留浩一郎,5,14,0.153,0.02,0.54,14.29,B
4158,木場雄二郎,6,27,0.154,0.05,0.23,18.52,A
4064,原田篤志,1,81,0.142,0.02,0.3,39.51,A
4475,末永祐輝,2,29,0.17,0.09,0.3,10.34,A
4179,広次修,3,19,0.141,0.04,0.37,26.32,B
3361,岡部浩,5,3,0.14,0.09,0.21,0.0,参考
3717,立間充宏,6,11,0.188,0.06,0.35,36.36,B
3350,藤本佳史,1,14,0.138,0.07,0.29,50.0,B
3773,津留浩一郎,2,18,0.188,0.07,0.48,11.11,B
3539,金子順一,3,38,0.184,0.07,0.29,2.63,A
3636,坂野泰章,4,6,0.233,0.15,0.34,0.0,C
3832,下田哲也,2,6,0.172,0.07,0.26,16.67,C
4034,西原明生,1,4,0.16,0.08,0.25,0.0,参考
4167,片岡秀樹,2,7,0.143,0.03,0.36,28.57,C
4798,浜先真範,5,9,0.114,0.01,0.35,33.33,C
3935,岩津徹郎,4,10,0.133,0.05,0.24,30.0,B
3682,切田潤二,1,8,0.18,0.05,0.44,0.0,C
4571,菅章哉,2,6,0.115,0.06,0.19,33.33,C
3980,青木義一,4,3,0.11,0.09,0.14,66.67,参考
4328,貞本拓哉,6,6,0.138,0.03,0.26,16.67,C
4739,中村晃朋,4,8,0.138,0.06,0.28,50.0,C
3539,金子順一,1,20,0.167,0.1,0.26,5.0,A
4601,森野正弘,2,20,0.135,0.03,0.25,30.0,A
3361,岡部浩,3,4,0.14,0.1,0.19,0.0,参考
4179,広次修,6,22,0.18,0.08,0.34,9.09,A
3436,柏野幸二,4,14,0.132,0.06,0.26,35.71,B
3773,津留浩一郎,4,12,0.178,0.08,0.37,33.33,B
4009,小林一樹,5,25,0.137,0.04,0.25,20.0,A
3832,下田哲也,1,6,0.137,0.09,0.25,83.33,C
4558,宮野仁,4,8,0.171,0.12,0.25,0.0,C
3636,坂野泰章,5,5,0.22,0.11,0.3,0.0,C
4158,木場雄二郎,2,38,0.173,0.1,0.27,13.16,A
3682,切田潤二,3,9,0.194,0.09,0.33,0.0,C
4361,柳生泰二,2,38,0.14,0.07,0.21,21.05,A
4157,田崎豊,4,5,0.214,0.16,0.29,0.0,C
3361,岡部浩,6,7,0.21,0.1,0.29,14.29,C
3846,藤井理,3,5,0.188,0.17,0.21,20.0,C
4034,西原明生,4,5,0.19,0.11,0.31,0.0,C
3788,一宮稔弘,5,5,0.156,0.08,0.25,40.0,C
4471,新田泰章,2,14,0.156,0.09,0.26,0.0,B
4601,森野正弘,3,32,0.143,0.03,0.33,34.38,A
4009,小林一樹,6,20,0.144,0.07,0.2,40.0,A
3368,新名文博,3,4,0.165,0.1,0.23,0.0,参考
4475,末永祐輝,4,32,0.135,0.02,0.25,21.88,A
3305,小野信樹,3,15,0.191,0.1,0.29,6.67,B
3539,金子順一,5,13,0.268,0.18,0.46,0.0,B
4158,木場雄二郎,1,29,0.152,0.07,0.26,27.59,A
3661,柳瀬興志,3,23,0.173,0.02,0.28,8.7,A
3832,下田哲也,5,7,0.194,0.03,0.44,28.57,C
3609,泉祥史,2,3,0.237,0.14,0.33,33.33,参考
3773,津留浩一郎,3,11,0.138,0.04,0.25,27.27,B
4471,新田泰章,5,12,0.153,0.05,0.32,25.0,B
3350,藤本佳史,2,7,0.187,0.09,0.47,0.0,C
3717,立間充宏,3,9,0.152,0.08,0.23,55.56,C
3636,坂野泰章,1,3,0.183,0.1,0.25,0.0,参考
3427,大賀広幸,5,16,0.166,0.08,0.26,6.25,B
4164,岩永節也,6,6,0.22,0.13,0.33,0.0,C
2930,新良一規,4,12,0.232,0.12,0.37,0.0,B
3436,柏野幸二,3,15,0.141,0.05,0.34,40.0,B
4167,片岡秀樹,4,11,0.186,0.07,0.39,27.27,B
4179,広次修,2,22,0.167,0.02,0.28,18.18,A
3711,江本真治,3,26,0.149,0.07,0.43,23.08,A
3682,切田潤二,6,5,0.26,0.19,0.32,0.0,C
3717,立間充宏,2,7,0.149,0.07,0.27,14.29,C
3935,岩津徹郎,3,9,0.154,0.05,0.32,22.22,C
3305,小野信樹,6,10,0.177,0.09,0.31,20.0,B
4064,原田篤志,2,43,0.149,0.04,0.35,9.3,A
4009,小林一樹,4,36,0.119,0.02,0.26,47.22,A
4034,西原明生,6,4,0.273,0.19,0.4,0.0,参考
4739,中村晃朋,1,11,0.168,0.09,0.21,18.18,B
4776,竹田和哉,5,10,0.156,0.07,0.24,0.0,B
4558,宮野仁,1,5,0.166,0.1,0.22,40.0,C
3788,一宮稔弘,4,6,0.1,0.05,0.14,50.0,C
4475,末永祐輝,1,40,0.174,0.07,0.31,37.5,A
4361,柳生泰二,3,29,0.147,0.07,0.4,24.14,A
4471,新田泰章,4,18,0.129,0.01,0.19,16.67,B
3661,柳瀬興志,5,18,0.194,0.06,0.54,16.67,B
3442,宮武英司,6,7,0.199,0.16,0.23,0.0,C
2930,新良一規,6,7,0.264,0.07,0.48,0.0,C
3980,青木義一,3,3,0.147,0.11,0.19,33.33,参考
4571,菅章哉,4,10,0.155,0.07,0.51,30.0,B
4164,岩永節也,1,5,0.162,0.1,0.25,40.0,C
4739,中村晃朋,5,16,0.118,0.01,0.22,37.5,B
4167,片岡秀樹,1,6,0.223,0.12,0.31,16.67,C
4164,岩永節也,2,6,0.198,0.11,0.31,0.0,C
3427,大賀広幸,3,16,0.163,0.07,0.29,12.5,B
4475,末永祐輝,6,24,0.165,0.07,0.34,16.67,A
3442,宮武英司,4,7,0.179,0.12,0.28,14.29,C
4157,田崎豊,6,3,0.31,0.23,0.36,0.0,参考
4558,宮野仁,6,5,0.19,0.13,0.24,0.0,C
4586,磯部誠,1,7,0.126,0.06,0.18,42.86,C
4772,石丸海渡,2,3,0.13,0.06,0.18,66.67,参考
4656,大崎翔,3,5,0.18,0.12,0.25,40.0,C
4789,古賀智之,4,6,0.177,0.11,0.26,16.67,C
4592,小林孝弘,6,13,0.175,0.03,0.3,7.69,B
4540,相原利章,2,6,0.148,0.07,0.28,33.33,C
4541,牛田祥二,3,3,0.247,0.2,0.29,0.0,参考
4587,木田峰由季,4,4,0.205,0.17,0.24,25.0,参考
4618,乃村康友,5,9,0.168,0.08,0.36,11.11,C
4777,五十嵐一聡,6,20,0.168,0.04,0.34,45.0,A
4567,上村慎太郎,1,18,0.164,0.03,0.37,16.67,B
4681,太田潮,2,5,0.24,0.1,0.42,20.0,C
4633,森智也,3,5,0.146,0.11,0.19,20.0,C
4754,松尾充,5,9,0.137,0.08,0.26,44.44,C
4721,金光佑治,6,7,0.224,0.11,0.34,14.29,C
4731,間野兼礼,1,7,0.147,0.05,0.22,28.57,C
4564,山本景士郎,2,7,0.154,0.07,0.25,14.29,C
4598,加藤政彦,3,9,0.183,0.05,0.33,22.22,C
4711,前出達吉,4,7,0.147,0.04,0.34,42.86,C
4817,渡邉翼,6,32,0.142,0.05,0.28,34.38,A
4702,三浦敬太,5,8,0.122,0.06,0.2,50.0,C
4688,永井彪也,2,7,0.146,0.04,0.23,42.86,C
4757,山田祐也,3,10,0.179,0.04,0.32,20.0,B
4574,東潤樹,4,11,0.225,0.13,0.41,0.0,B
4789,古賀智之,5,15,0.121,0.05,0.28,26.67,B
4625,渡邊裕貴,6,4,0.133,0.01,0.25,50.0,参考
4708,半田尚也,2,13,0.246,0.15,0.37,0.0,B
4581,吉村誠,4,5,0.222,0.1,0.34,20.0,C
4579,中嶋健一郎,5,6,0.145,0.04,0.36,33.33,C
4656,大崎翔,1,4,0.185,0.03,0.37,25.0,参考
4600,井内将太郎,2,8,0.156,0.07,0.4,50.0,C
4545,岡村慶太,3,9,0.157,0.07,0.38,44.44,C
4681,太田潮,5,5,0.182,0.06,0.35,20.0,C
4703,森永隆,6,14,0.16,0.05,0.28,14.29,B
4559,西川昌希,4,3,0.213,0.09,0.34,0.0,参考
4540,相原利章,1,9,0.118,0.03,0.19,55.56,C
4663,籾山佳岳,2,4,0.208,0.12,0.33,0.0,参考
4564,山本景士郎,3,8,0.17,0.09,0.24,12.5,C
4544,松田大志郎,4,10,0.181,0.07,0.29,30.0,B
4592,小林孝弘,5,15,0.172,0.07,0.39,40.0,B
4754,松尾充,6,10,0.184,0.03,0.32,20.0,B
4583,古田祐貴,1,14,0.143,0.08,0.23,28.57,B
4567,上村慎太郎,2,31,0.177,0.03,0.36,3.23,A
4604,岩瀬裕亮,3,5,0.178,0.1,0.29,0.0,C
4618,乃村康友,4,8,0.19,0.06,0.33,0.0,C
4757,山田祐也,5,6,0.177,0.09,0.31,16.67,C
4727,安部慎一,6,17,0.136,0.01,0.33,58.82,B
4574,東潤樹,1,9,0.159,0.08,0.21,11.11,C
4711,前出達吉,3,6,0.163,0.08,0.27,33.33,C
4586,磯部誠,4,4,0.082,0.03,0.12,0.0,参考
4802,中田達也,6,4,0.188,0.12,0.24,0.0,参考
4633,森智也,5,7,0.161,0.06,0.28,0.0,C
4545,岡村慶太,1,8,0.128,0.08,0.16,37.5,C
4704,河野大,2,5,0.152,0.12,0.19,0.0,C
4578,藤山雅弘,3,7,0.166,0.06,0.33,14.29,C
4702,三浦敬太,4,8,0.129,0.07,0.19,37.5,C
4625,渡邊裕貴,5,7,0.094,0.01,0.17,57.14,C
4544,松田大志郎,1,11,0.144,0.07,0.28,18.18,B
4604,岩瀬裕亮,2,7,0.134,0.01,0.27,28.57,C
4598,加藤政彦,6,11,0.208,0.14,0.31,0.0,B
4604,岩瀬裕亮,1,13,0.109,0.04,0.18,46.15,B
4745,関野龍,3,3,0.15,0.1,0.25,66.67,参考
4817,渡邉翼,5,25,0.139,0.03,0.24,52.0,A
4587,木田峰由季,1,7,0.124,0.04,0.19,57.14,C
4625,渡邊裕貴,2,7,0.164,0.09,0.27,0.0,C
4600,井内将太郎,3,10,0.109,0.06,0.22,50.0,B
4591,坂井田晃,4,3,0.27,0.18,0.44,0.0,参考
4704,河野大,5,4,0.247,0.18,0.29,0.0,参考
4592,小林孝弘,1,14,0.166,0.05,0.24,28.57,B
4656,大崎翔,2,6,0.185,0.17,0.21,0.0,C
4731,間野兼礼,3,4,0.165,0.11,0.21,25.0,参考
4727,安部慎一,4,10,0.224,0.09,0.38,10.0,B
4708,半田尚也,5,10,0.185,0.09,0.26,0.0,B
4663,籾山佳岳,6,3,0.077,0.05,0.12,33.33,参考
4618,乃村康友,1,6,0.137,0.04,0.25,16.67,C
4754,松尾充,2,6,0.125,0.04,0.2,33.33,C
4802,中田達也,5,4,0.22,0.17,0.29,0.0,参考
4545,岡村慶太,4,5,0.16,0.08,0.31,40.0,C
4567,上村慎太郎,6,18,0.255,0.14,0.35,0.0,B
4702,三浦敬太,1,12,0.163,0.07,0.31,50.0,B
4703,森永隆,2,18,0.156,0.07,0.45,5.56,B
4544,松田大志郎,3,11,0.175,0.03,0.28,18.18,B
4559,西川昌希,1,4,0.087,0.03,0.16,75.0,参考
4540,相原利章,3,8,0.114,0.09,0.15,50.0,C
4574,東潤樹,5,13,0.202,0.12,0.28,0.0,B
4579,中嶋健一郎,2,7,0.16,0.06,0.31,28.57,C
4663,籾山佳岳,3,4,0.163,0.11,0.2,25.0,参考
4625,渡邊裕貴,4,4,0.122,0.05,0.23,25.0,参考
4583,古田祐貴,5,14,0.143,0.03,0.2,21.43,B
4598,加藤政彦,1,10,0.16,0.09,0.24,50.0,B
4591,坂井田晃,3,3,0.237,0.13,0.37,0.0,参考
4578,藤山雅弘,4,4,0.25,0.18,0.34,0.0,参考
4727,安部慎一,5,14,0.161,0.05,0.28,42.86,B
4564,山本景士郎,6,4,0.203,0.14,0.28,0.0,参考
4633,森智也,2,7,0.166,0.13,0.22,14.29,C
4708,半田尚也,4,8,0.184,0.09,0.26,0.0,C
4772,石丸海渡,5,4,0.173,0.05,0.39,50.0,参考
4586,磯部誠,6,4,0.11,0.03,0.24,0.0,参考
4702,三浦敬太,2,7,0.107,0.07,0.15,42.86,C
4731,間野兼礼,4,10,0.165,0.01,0.42,40.0,B
4540,相原利章,5,9,0.159,0.03,0.39,44.44,C
4579,中嶋健一郎,1,10,0.159,0.04,0.3,40.0,B
4618,乃村康友,2,11,0.178,0.05,0.28,9.09,B
4703,森永隆,3,26,0.141,0.04,0.31,23.08,A
4604,岩瀬裕亮,4,9,0.166,0.09,0.25,11.11,C
4578,藤山雅弘,6,6,0.178,0.08,0.28,16.67,C
4598,加藤政彦,2,8,0.146,0.09,0.23,0.0,C
4772,石丸海渡,6,5,0.096,0.03,0.15,60.0,C
4583,古田祐貴,4,9,0.118,0.05,0.24,11.11,C
4708,半田尚也,6,14,0.195,0.03,0.28,7.14,B
4757,山田祐也,2,4,0.152,0.09,0.22,25.0,参考
4598,加藤政彦,4,4,0.13,0.07,0.25,25.0,参考
4777,五十嵐一聡,5,13,0.187,0.0,0.32,15.38,B
4618,乃村康友,6,4,0.19,0.13,0.32,25.0,参考
4711,前出達吉,2,4,0.118,0.08,0.17,25.0,参考
4802,中田達也,4,3,0.203,0.06,0.4,0.0,参考
4704,河野大,4,3,0.113,0.08,0.16,0.0,参考
4745,関野龍,5,3,0.21,0.09,0.34,0.0,参考
4656,大崎翔,6,5,0.134,0.04,0.27,20.0,C
4592,小林孝弘,2,25,0.148,0.0,0.29,28.0,A
4567,上村慎太郎,3,21,0.202,0.08,0.34,4.76,A
4564,山本景士郎,4,9,0.174,0.09,0.24,11.11,C
4601,森野正弘,5,16,0.144,0.02,0.27,25.0,B
4754,松尾充,1,9,0.124,0.02,0.18,33.33,C
4586,磯部誠,2,9,0.139,0.06,0.24,44.44,C
4708,半田尚也,3,11,0.189,0.05,0.34,9.09,B
4598,加藤政彦,5,7,0.173,0.11,0.25,14.29,C
4544,松田大志郎,2,10,0.153,0.09,0.27,10.0,B
4772,石丸海渡,3,4,0.155,0.12,0.22,25.0,参考
4711,前出達吉,1,6,0.117,0.06,0.19,33.33,C
4541,牛田祥二,2,3,0.237,0.18,0.31,0.0,参考
4564,山本景士郎,5,8,0.194,0.11,0.29,0.0,C
4681,太田潮,3,4,0.177,0.11,0.25,0.0,参考
4592,小林孝弘,4,21,0.162,0.04,0.35,14.29,A
4600,井内将太郎,6,11,0.137,0.04,0.31,45.45,B
4578,藤山雅弘,2,4,0.19,0.15,0.26,0.0,参考
4583,古田祐貴,3,16,0.132,0.03,0.26,25.0,B
4731,間野兼礼,6,7,0.129,0.06,0.22,28.57,C
4574,東潤樹,2,12,0.174,0.13,0.29,8.33,B
4754,松尾充,3,12,0.152,0.08,0.21,25.0,B
4633,森智也,4,5,0.182,0.11,0.25,20.0,C
4831,羽野直也,5,5,0.178,0.13,0.22,60.0,C
4564,山本景士郎,1,5,0.192,0.13,0.28,20.0,C
4638,小林遼太,2,6,0.193,0.15,0.26,0.0,C
4669,井上茂,3,5,0.212,0.13,0.29,0.0,C
4703,森永隆,1,26,0.143,0.01,0.29,42.31,A
4633,森智也,6,9,0.194,0.08,0.33,0.0,C
4708,半田尚也,1,5,0.232,0.13,0.4,20.0,C
4567,上村慎太郎,5,26,0.216,0.13,0.31,3.85,A
4831,羽野直也,6,17,0.131,0.04,0.22,41.18,B
4625,渡邊裕貴,1,3,0.137,0.11,0.18,100.0,参考
4638,小林遼太,3,7,0.164,0.1,0.24,0.0,C
4754,松尾充,4,12,0.162,0.08,0.26,33.33,B
4681,太田潮,6,4,0.175,0.09,0.27,0.0,参考
4669,井上茂,5,8,0.185,0.1,0.21,0.0,C
4578,藤山雅弘,1,3,0.157,0.1,0.23,0.0,参考
4586,磯部誠,3,7,0.151,0.03,0.25,14.29,C
4757,山田祐也,4,7,0.144,0.08,0.25,28.57,C
4703,森永隆,5,20,0.151,0.05,0.26,15.0,A
4663,籾山佳岳,5,3,0.17,0.11,0.21,0.0,参考
4731,間野兼礼,2,8,0.124,0.05,0.2,37.5,C
4702,三浦敬太,3,5,0.146,0.04,0.24,80.0,C
4586,磯部誠,5,5,0.19,0.09,0.32,20.0,C
4711,前出達吉,6,5,0.17,0.11,0.27,0.0,C
4669,井上茂,2,9,0.188,0.12,0.33,0.0,C
4567,上村慎太郎,4,23,0.22,0.1,0.36,0.0,A
4703,森永隆,4,26,0.161,0.06,0.31,3.85,A
4638,小林遼太,6,4,0.18,0.13,0.24,0.0,参考
4749,山口貢輝,6,9,0.169,0.07,0.28,11.11,C
4656,大崎翔,5,5,0.136,0.08,0.24,40.0,C
4625,渡邊裕貴,3,5,0.17,0.14,0.19,20.0,C
4789,古賀智之,6,5,0.234,0.19,0.28,0.0,C
4757,山田祐也,1,7,0.173,0.01,0.28,14.29,C
4669,井上茂,4,6,0.177,0.12,0.27,0.0,C
4600,井内将太郎,1,13,0.114,0.01,0.21,69.23,B
4579,中嶋健一郎,4,5,0.116,0.06,0.15,40.0,C
4749,山口貢輝,5,6,0.177,0.09,0.35,33.33,C
4772,石丸海渡,1,3,0.117,0.08,0.18,66.67,参考
4638,小林遼太,5,7,0.169,0.11,0.28,0.0,C
4583,古田祐貴,2,5,0.112,0.04,0.16,40.0,C
4574,東潤樹,6,7,0.181,0.07,0.26,14.29,C
4817,渡邉翼,4,24,0.133,0.02,0.35,50.0,A
4803,飯田庄吾,6,3,0.22,0.12,0.27,0.0,参考
4731,間野兼礼,5,8,0.126,0.08,0.21,37.5,C
4803,飯田庄吾,5,3,0.177,0.07,0.32,33.33,参考
4749,山口貢輝,4,3,0.207,0.08,0.33,0.0,参考
4604,岩瀬裕亮,6,10,0.16,0.06,0.22,20.0,B
4540,相原利章,6,4,0.107,0.05,0.24,50.0,参考
4757,山田祐也,6,10,0.193,0.12,0.31,40.0,B
2878,富山弘幸,1,14,0.204,0.09,0.31,21.43,B
4441,末永由楽,4,10,0.149,0.03,0.24,40.0,B
4005,瀬川公則,5,20,0.177,0.06,0.3,5.0,A
4031,飯島誠,1,6,0.172,0.1,0.26,33.33,C
4710,福田宗平,2,5,0.11,0.08,0.15,40.0,C
3643,米田隆弘,3,11,0.185,0.06,0.31,9.09,B
3349,吉田一郎,4,8,0.185,0.11,0.37,25.0,C
4531,武富智亮,5,11,0.171,0.06,0.33,9.09,B
3979,杉本洋一,6,4,0.23,0.13,0.33,0.0,参考
3164,森脇徹,2,7,0.214,0.17,0.31,0.0,C
3355,橋谷田佳織,3,3,0.223,0.14,0.27,0.0,参考
4041,小林基樹,5,25,0.2,0.05,0.38,4.0,A
4469,土山卓也,6,5,0.222,0.14,0.36,0.0,C
3409,三好一,1,3,0.17,0.11,0.29,100.0,参考
4495,森晋太郎,2,5,0.182,0.09,0.34,40.0,C
4404,岸蔭亮,3,6,0.2,0.11,0.32,0.0,C
4670,芦村幸香,4,4,0.242,0.17,0.42,0.0,参考
3289,高橋淳美,5,3,0.223,0.12,0.35,33.33,参考
4420,津久井拓也,6,4,0.2,0.14,0.29,25.0,参考
4441,末永由楽,2,12,0.13,0.03,0.31,50.0,B
4121,富永修一,4,10,0.191,0.07,0.46,10.0,B
4496,内堀学,3,7,0.226,0.16,0.34,0.0,C
4783,津田詳子,6,9,0.223,0.1,0.39,11.11,C
3571,寺本武司,5,11,0.202,0.12,0.29,27.27,B
3868,尾形栄治,2,8,0.221,0.15,0.27,12.5,C
4710,福田宗平,4,7,0.124,0.03,0.21,57.14,C
3784,中島友和,5,6,0.153,0.07,0.31,33.33,C
4425,大井清貴,6,20,0.177,0.09,0.32,25.0,A
3075,中村裕将,3,5,0.21,0.11,0.42,40.0,C
2850,小松昇司,3,5,0.274,0.12,0.47,0.0,C
3798,稲毛正剛,5,5,0.218,0.13,0.33,0.0,C
3681,山谷央,2,4,0.205,0.12,0.28,25.0,参考
4670,芦村幸香,3,6,0.197,0.07,0.36,0.0,C
3355,橋谷田佳織,5,7,0.323,0.26,0.39,0.0,C
4233,亀山雅幸,6,7,0.21,0.12,0.32,14.29,C
4456,鎌倉涼,1,6,0.113,0.05,0.17,50.0,C
3643,米田隆弘,2,8,0.171,0.11,0.25,0.0,C
4495,森晋太郎,4,5,0.19,0.15,0.22,0.0,C
4518,大須賀友,5,4,0.14,0.05,0.19,25.0,参考
3164,森脇徹,1,10,0.223,0.13,0.38,10.0,B
2878,富山弘幸,2,10,0.185,0.08,0.33,0.0,B
4531,武富智亮,4,8,0.185,0.13,0.25,0.0,C
4016,西川新太郎,5,4,0.213,0.13,0.27,0.0,参考
4121,富永修一,6,7,0.14,0.06,0.22,57.14,C
3784,中島友和,1,7,0.153,0.08,0.21,42.86,C
4031,飯島誠,2,8,0.211,0.12,0.27,12.5,C
4041,小林基樹,3,28,0.195,0.07,0.35,14.29,A
4233,亀山雅幸,4,7,0.157,0.14,0.17,0.0,C
4404,岸蔭亮,5,5,0.202,0.14,0.34,0.0,C
4496,内堀学,6,5,0.146,0.11,0.19,40.0,C
