condition_scope,condition_id,condition_races,tide_type_est,tide_level_band,tide_direction,tide_phase,tide_window,wind_dir,wind_speed_band,wave_band,one_escape_rate,center_head_3_4_rate,outer_head_5_6_rate,outer_in3_5_6_rate,sample_reliability,one_escape_vs_all_pt,center_head_3_4_vs_all_pt,outer_head_5_6_vs_all_pt,outer_in3_5_6_vs_all_pt
tide_phase_x_wind_dir,tide_phase=falling_early|wind_dir=北,138,ALL,ALL,ALL,falling_early,ALL,北,ALL,ALL,0.42029,0.289855,0.130435,0.666667,C,-0.241,2.081,1.562,7.504
tide_phase_x_wind_dir,tide_phase=falling_early|wind_dir=北東,65,ALL,ALL,ALL,falling_early,ALL,北東,ALL,ALL,0.353846,0.323077,0.061538,0.553846,reference,-6.885,5.403,-5.328,-3.778
tide_phase_x_wind_dir,tide_phase=falling_early|wind_dir=北西,8,ALL,ALL,ALL,falling_early,ALL,北西,ALL,ALL,0.375,0.25,0.25,0.5,reference,-4.77,-1.904,13.518,-9.163
tide_phase_x_wind_dir,tide_phase=falling_early|wind_dir=南,204,ALL,ALL,ALL,falling_early,ALL,南,ALL,ALL,0.495098,0.220588,0.083333,0.519608,B,7.24,-4.845,-3.149,-7.202
tide_phase_x_wind_dir,tide_phase=falling_early|wind_dir=南東,65,ALL,ALL,ALL,falling_early,ALL,南東,ALL,ALL,0.446154,0.276923,0.092308,0.569231,reference,2.345,0.788,-2.251,-2.24
tide_phase_x_wind_dir,tide_phase=falling_early|wind_dir=南西,10,ALL,ALL,ALL,falling_early,ALL,南西,ALL,ALL,0.6,0.2,0.0,0.3,reference,17.73,-6.904,-11.482,-29.163
tide_phase_x_wind_dir,tide_phase=falling_early|wind_dir=東,28,ALL,ALL,ALL,falling_early,ALL,東,ALL,ALL,0.357143,0.392857,0.035714,0.571429,reference,-6.556,12.381,-7.911,-2.02
tide_phase_x_wind_dir,tide_phase=falling_early|wind_dir=無風,41,ALL,ALL,ALL,falling_early,ALL,無風,ALL,ALL,0.463415,0.292683,0.073171,0.463415,reference,4.072,2.364,-4.165,-12.821
tide_phase_x_wind_dir,tide_phase=falling_early|wind_dir=西,2,ALL,ALL,ALL,falling_early,ALL,西,ALL,ALL,0.0,0.5,0.0,0.5,reference,-42.27,23.096,-11.482,-9.163
tide_phase_x_wind_dir,tide_phase=falling_late|wind_dir=unknown,47,ALL,ALL,ALL,falling_late,ALL,unknown,ALL,ALL,0.382979,0.234043,0.212766,0.446809,reference,-3.972,-3.5,9.795,-14.482
tide_phase_x_wind_dir,tide_phase=falling_late|wind_dir=北,169,ALL,ALL,ALL,falling_late,ALL,北,ALL,ALL,0.343195,0.266272,0.189349,0.704142,B,-7.95,-0.277,7.453,11.251
tide_phase_x_wind_dir,tide_phase=falling_late|wind_dir=北東,94,ALL,ALL,ALL,falling_late,ALL,北東,ALL,ALL,0.393617,0.308511,0.117021,0.62766,C,-2.908,3.947,0.22,3.603
tide_phase_x_wind_dir,tide_phase=falling_late|wind_dir=北西,20,ALL,ALL,ALL,falling_late,ALL,北西,ALL,ALL,0.35,0.25,0.15,0.6,reference,-7.27,-1.904,3.518,0.837
tide_phase_x_wind_dir,tide_phase=falling_late|wind_dir=南,429,ALL,ALL,ALL,falling_late,ALL,南,ALL,ALL,0.431235,0.258741,0.09324,0.571096,A,0.854,-1.03,-2.158,-2.053
tide_phase_x_wind_dir,tide_phase=falling_late|wind_dir=南東,131,ALL,ALL,ALL,falling_late,ALL,南東,ALL,ALL,0.389313,0.381679,0.099237,0.549618,C,-3.339,11.264,-1.558,-4.201
tide_phase_x_wind_dir,tide_phase=falling_late|wind_dir=南西,22,ALL,ALL,ALL,falling_late,ALL,南西,ALL,ALL,0.409091,0.227273,0.045455,0.454545,reference,-1.361,-4.177,-6.936,-13.708
tide_phase_x_wind_dir,tide_phase=falling_late|wind_dir=東,51,ALL,ALL,ALL,falling_late,ALL,東,ALL,ALL,0.411765,0.176471,0.137255,0.627451,reference,-1.093,-9.257,2.244,3.582
tide_phase_x_wind_dir,tide_phase=falling_late|wind_dir=無風,43,ALL,ALL,ALL,falling_late,ALL,無風,ALL,ALL,0.372093,0.302326,0.139535,0.674419,reference,-5.061,3.328,2.472,8.279
tide_phase_x_wind_dir,tide_phase=falling_late|wind_dir=西,4,ALL,ALL,ALL,falling_late,ALL,西,ALL,ALL,0.5,0.25,0.0,0.25,reference,7.73,-1.904,-11.482,-34.163
tide_phase_x_wind_dir,tide_phase=falling_middle|wind_dir=unknown,30,ALL,ALL,ALL,falling_middle,ALL,unknown,ALL,ALL,0.333333,0.233333,0.3,0.7,reference,-8.937,-3.571,18.518,10.837
tide_phase_x_wind_dir,tide_phase=falling_middle|wind_dir=北,162,ALL,ALL,ALL,falling_middle,ALL,北,ALL,ALL,0.308642,0.302469,0.209877,0.623457,B,-11.406,3.343,9.506,3.183
tide_phase_x_wind_dir,tide_phase=falling_middle|wind_dir=北東,53,ALL,ALL,ALL,falling_middle,ALL,北東,ALL,ALL,0.509434,0.264151,0.09434,0.584906,reference,8.673,-0.489,-2.048,-0.672
tide_phase_x_wind_dir,tide_phase=falling_middle|wind_dir=北西,13,ALL,ALL,ALL,falling_middle,ALL,北西,ALL,ALL,0.153846,0.384615,0.153846,0.461538,reference,-26.885,11.557,3.903,-13.009
tide_phase_x_wind_dir,tide_phase=falling_middle|wind_dir=南,264,ALL,ALL,ALL,falling_middle,ALL,南,ALL,ALL,0.397727,0.219697,0.121212,0.606061,B,-2.497,-4.935,0.639,1.443
tide_phase_x_wind_dir,tide_phase=falling_middle|wind_dir=南東,87,ALL,ALL,ALL,falling_middle,ALL,南東,ALL,ALL,0.402299,0.252874,0.126437,0.563218,C,-2.04,-1.617,1.162,-2.841
tide_phase_x_wind_dir,tide_phase=falling_middle|wind_dir=南西,19,ALL,ALL,ALL,falling_middle,ALL,南西,ALL,ALL,0.210526,0.315789,0.368421,0.684211,reference,-21.217,4.675,25.36,9.258
tide_phase_x_wind_dir,tide_phase=falling_middle|wind_dir=東,27,ALL,ALL,ALL,falling_middle,ALL,東,ALL,ALL,0.333333,0.407407,0.111111,0.62963,reference,-8.937,13.836,-0.371,3.8
tide_phase_x_wind_dir,tide_phase=falling_middle|wind_dir=無風,55,ALL,ALL,ALL,falling_middle,ALL,無風,ALL,ALL,0.490909,0.181818,0.054545,0.436364,reference,6.821,-8.722,-6.027,-15.526
tide_phase_x_wind_dir,tide_phase=rising_early|wind_dir=unknown,45,ALL,ALL,ALL,rising_early,ALL,unknown,ALL,ALL,0.422222,0.244444,0.222222,0.666667,reference,-0.048,-2.46,10.74,7.504
tide_phase_x_wind_dir,tide_phase=rising_early|wind_dir=北,179,ALL,ALL,ALL,rising_early,ALL,北,ALL,ALL,0.351955,0.284916,0.145251,0.687151,B,-7.074,1.587,3.043,9.552
tide_phase_x_wind_dir,tide_phase=rising_early|wind_dir=北東,69,ALL,ALL,ALL,rising_early,ALL,北東,ALL,ALL,0.42029,0.217391,0.115942,0.608696,reference,-0.241,-5.165,0.112,1.707
tide_phase_x_wind_dir,tide_phase=rising_early|wind_dir=北西,16,ALL,ALL,ALL,rising_early,ALL,北西,ALL,ALL,0.4375,0.3125,0.0,0.625,reference,1.48,4.346,-11.482,3.337
tide_phase_x_wind_dir,tide_phase=rising_early|wind_dir=南,503,ALL,ALL,ALL,rising_early,ALL,南,ALL,ALL,0.427435,0.248509,0.11332,0.582505,A,0.474,-2.053,-0.15,-0.912
tide_phase_x_wind_dir,tide_phase=rising_early|wind_dir=南東,163,ALL,ALL,ALL,rising_early,ALL,南東,ALL,ALL,0.368098,0.300613,0.104294,0.625767,B,-5.46,3.157,-1.053,3.414
tide_phase_x_wind_dir,tide_phase=rising_early|wind_dir=南西,15,ALL,ALL,ALL,rising_early,ALL,南西,ALL,ALL,0.333333,0.333333,0.133333,0.533333,reference,-8.937,6.429,1.851,-5.83
tide_phase_x_wind_dir,tide_phase=rising_early|wind_dir=東,54,ALL,ALL,ALL,rising_early,ALL,東,ALL,ALL,0.444444,0.296296,0.074074,0.518519,reference,2.174,2.725,-4.075,-7.311
tide_phase_x_wind_dir,tide_phase=rising_early|wind_dir=無風,67,ALL,ALL,ALL,rising_early,ALL,無風,ALL,ALL,0.537313,0.223881,0.059701,0.537313,reference,11.461,-4.516,-5.512,-5.432
tide_phase_x_wind_dir,tide_phase=rising_early|wind_dir=西,7,ALL,ALL,ALL,rising_early,ALL,西,ALL,ALL,0.285714,0.428571,0.142857,0.428571,reference,-13.699,15.953,2.804,-16.306
tide_phase_x_wind_dir,tide_phase=rising_late|wind_dir=unknown,10,ALL,ALL,ALL,rising_late,ALL,unknown,ALL,ALL,0.5,0.3,0.1,0.5,reference,7.73,3.096,-1.482,-9.163
tide_phase_x_wind_dir,tide_phase=rising_late|wind_dir=北,164,ALL,ALL,ALL,rising_late,ALL,北,ALL,ALL,0.530488,0.170732,0.128049,0.615854,B,10.779,-9.831,1.323,2.423
tide_phase_x_wind_dir,tide_phase=rising_late|wind_dir=北東,66,ALL,ALL,ALL,rising_late,ALL,北東,ALL,ALL,0.515152,0.227273,0.151515,0.606061,reference,9.245,-4.177,3.67,1.443
tide_phase_x_wind_dir,tide_phase=rising_late|wind_dir=北西,7,ALL,ALL,ALL,rising_late,ALL,北西,ALL,ALL,0.714286,0.142857,0.0,0.428571,reference,29.159,-12.619,-11.482,-16.306
tide_phase_x_wind_dir,tide_phase=rising_late|wind_dir=南,361,ALL,ALL,ALL,rising_late,ALL,南,ALL,ALL,0.479224,0.235457,0.094183,0.576177,A,5.652,-3.359,-2.064,-1.545
tide_phase_x_wind_dir,tide_phase=rising_late|wind_dir=南東,95,ALL,ALL,ALL,rising_late,ALL,南東,ALL,ALL,0.557895,0.2,0.115789,0.536842,C,13.52,-6.904,0.097,-5.479
tide_phase_x_wind_dir,tide_phase=rising_late|wind_dir=南西,8,ALL,ALL,ALL,rising_late,ALL,南西,ALL,ALL,0.125,0.5,0.125,0.5,reference,-29.77,23.096,1.018,-9.163
tide_phase_x_wind_dir,tide_phase=rising_late|wind_dir=東,41,ALL,ALL,ALL,rising_late,ALL,東,ALL,ALL,0.390244,0.365854,0.073171,0.609756,reference,-3.246,9.681,-4.165,1.813
tide_phase_x_wind_dir,tide_phase=rising_late|wind_dir=無風,54,ALL,ALL,ALL,rising_late,ALL,無風,ALL,ALL,0.388889,0.351852,0.148148,0.518519,reference,-3.381,8.281,3.333,-7.311
tide_phase_x_wind_dir,tide_phase=rising_middle|wind_dir=unknown,25,ALL,ALL,ALL,rising_middle,ALL,unknown,ALL,ALL,0.56,0.24,0.04,0.52,reference,13.73,-2.904,-7.482,-7.163
tide_phase_x_wind_dir,tide_phase=rising_middle|wind_dir=北,191,ALL,ALL,ALL,rising_middle,ALL,北,ALL,ALL,0.434555,0.298429,0.120419,0.628272,B,1.186,2.939,0.56,3.664
tide_phase_x_wind_dir,tide_phase=rising_middle|wind_dir=北東,63,ALL,ALL,ALL,rising_middle,ALL,北東,ALL,ALL,0.396825,0.285714,0.15873,0.571429,reference,-2.587,1.667,4.391,-2.02
tide_phase_x_wind_dir,tide_phase=rising_middle|wind_dir=北西,12,ALL,ALL,ALL,rising_middle,ALL,北西,ALL,ALL,0.25,0.666667,0.083333,0.5,reference,-17.27,39.762,-3.149,-9.163
tide_phase_x_wind_dir,tide_phase=rising_middle|wind_dir=南,519,ALL,ALL,ALL,rising_middle,ALL,南,ALL,ALL,0.43738,0.28131,0.084778,0.578035,A,1.468,1.227,-3.004,-1.359
tide_phase_x_wind_dir,tide_phase=rising_middle|wind_dir=南東,163,ALL,ALL,ALL,rising_middle,ALL,南東,ALL,ALL,0.429448,0.288344,0.08589,0.613497,B,0.675,1.93,-2.893,2.187
tide_phase_x_wind_dir,tide_phase=rising_middle|wind_dir=南西,17,ALL,ALL,ALL,rising_middle,ALL,南西,ALL,ALL,0.352941,0.235294,0.176471,0.588235,reference,-6.976,-3.375,6.165,-0.339
tide_phase_x_wind_dir,tide_phase=rising_middle|wind_dir=東,60,ALL,ALL,ALL,rising_middle,ALL,東,ALL,ALL,0.3,0.45,0.133333,0.7,reference,-12.27,18.096,1.851,10.837
tide_phase_x_wind_dir,tide_phase=rising_middle|wind_dir=無風,40,ALL,ALL,ALL,rising_middle,ALL,無風,ALL,ALL,0.35,0.375,0.15,0.725,reference,-7.27,10.596,3.518,13.337
tide_phase_x_wind_dir,tide_phase=rising_middle|wind_dir=西,6,ALL,ALL,ALL,rising_middle,ALL,西,ALL,ALL,0.5,0.333333,0.0,0.666667,reference,7.73,6.429,-11.482,7.504
tide_phase_x_wind_speed,tide_phase=falling_early|wind_speed_band=0_1m,184,ALL,ALL,ALL,falling_early,ALL,ALL,0_1m,ALL,0.456522,0.288043,0.054348,0.527174,B,3.382,1.9,-6.047,-6.445
tide_phase_x_wind_speed,tide_phase=falling_early|wind_speed_band=2_3m,237,ALL,ALL,ALL,falling_early,ALL,ALL,2_3m,ALL,0.443038,0.261603,0.105485,0.620253,B,2.034,-0.744,-0.933,2.862
tide_phase_x_wind_speed,tide_phase=falling_early|wind_speed_band=4_5m,112,ALL,ALL,ALL,falling_early,ALL,ALL,4_5m,ALL,0.446429,0.223214,0.133929,0.491071,C,2.373,-4.583,1.911,-10.056
tide_phase_x_wind_speed,tide_phase=falling_early|wind_speed_band=6m_plus,28,ALL,ALL,ALL,falling_early,ALL,ALL,6m_plus,ALL,0.357143,0.428571,0.035714,0.535714,reference,-6.556,15.953,-7.911,-5.591
tide_phase_x_wind_speed,tide_phase=falling_early|wind_speed_band=unknown,3,ALL,ALL,ALL,falling_early,ALL,ALL,unknown,ALL,0.666667,0.0,0.333333,0.666667,reference,24.397,-26.904,21.851,7.504
tide_phase_x_wind_speed,tide_phase=falling_late|wind_speed_band=0_1m,241,ALL,ALL,ALL,falling_late,ALL,ALL,0_1m,ALL,0.410788,0.294606,0.116183,0.60166,B,-1.191,2.556,0.136,1.003
tide_phase_x_wind_speed,tide_phase=falling_late|wind_speed_band=2_3m,381,ALL,ALL,ALL,falling_late,ALL,ALL,2_3m,ALL,0.396325,0.265092,0.133858,0.598425,A,-2.637,-0.395,1.904,0.68
tide_phase_x_wind_speed,tide_phase=falling_late|wind_speed_band=4_5m,267,ALL,ALL,ALL,falling_late,ALL,ALL,4_5m,ALL,0.397004,0.277154,0.097378,0.614232,B,-2.57,0.811,-1.744,2.26
tide_phase_x_wind_speed,tide_phase=falling_late|wind_speed_band=6m_plus,74,ALL,ALL,ALL,falling_late,ALL,ALL,6m_plus,ALL,0.405405,0.297297,0.108108,0.567568,reference,-1.729,2.825,-0.671,-2.406
tide_phase_x_wind_speed,tide_phase=falling_late|wind_speed_band=unknown,47,ALL,ALL,ALL,falling_late,ALL,ALL,unknown,ALL,0.382979,0.234043,0.212766,0.446809,reference,-3.972,-3.5,9.795,-14.482
tide_phase_x_wind_speed,tide_phase=falling_middle|wind_speed_band=0_1m,176,ALL,ALL,ALL,falling_middle,ALL,ALL,0_1m,ALL,0.465909,0.238636,0.079545,0.568182,B,4.321,-3.041,-3.527,-2.345
tide_phase_x_wind_speed,tide_phase=falling_middle|wind_speed_band=2_3m,266,ALL,ALL,ALL,falling_middle,ALL,ALL,2_3m,ALL,0.360902,0.281955,0.154135,0.56015,B,-6.18,1.291,3.932,-3.148
tide_phase_x_wind_speed,tide_phase=falling_middle|wind_speed_band=4_5m,163,ALL,ALL,ALL,falling_middle,ALL,ALL,4_5m,ALL,0.349693,0.257669,0.171779,0.668712,B,-7.301,-1.137,5.696,7.708
tide_phase_x_wind_speed,tide_phase=falling_middle|wind_speed_band=6m_plus,75,ALL,ALL,ALL,falling_middle,ALL,ALL,6m_plus,ALL,0.32,0.213333,0.186667,0.573333,C,-10.27,-5.571,7.185,-1.83
tide_phase_x_wind_speed,tide_phase=falling_middle|wind_speed_band=unknown,30,ALL,ALL,ALL,falling_middle,ALL,ALL,unknown,ALL,0.333333,0.233333,0.3,0.7,reference,-8.937,-3.571,18.518,10.837
tide_phase_x_wind_speed,tide_phase=rising_early|wind_speed_band=0_1m,284,ALL,ALL,ALL,rising_early,ALL,ALL,0_1m,ALL,0.429577,0.295775,0.09507,0.59507,B,0.688,2.673,-1.975,0.344
tide_phase_x_wind_speed,tide_phase=rising_early|wind_speed_band=2_3m,440,ALL,ALL,ALL,rising_early,ALL,ALL,2_3m,ALL,0.388636,0.279545,0.106818,0.586364,A,-3.406,1.05,-0.8,-0.526
tide_phase_x_wind_speed,tide_phase=rising_early|wind_speed_band=4_5m,273,ALL,ALL,ALL,rising_early,ALL,ALL,4_5m,ALL,0.417582,0.216117,0.139194,0.626374,B,-0.512,-5.293,2.437,3.475
tide_phase_x_wind_speed,tide_phase=rising_early|wind_speed_band=6m_plus,76,ALL,ALL,ALL,rising_early,ALL,ALL,6m_plus,ALL,0.447368,0.236842,0.092105,0.618421,C,2.467,-3.22,-2.271,2.679
tide_phase_x_wind_speed,tide_phase=rising_early|wind_speed_band=unknown,45,ALL,ALL,ALL,rising_early,ALL,ALL,unknown,ALL,0.422222,0.244444,0.222222,0.666667,reference,-0.048,-2.46,10.74,7.504
tide_phase_x_wind_speed,tide_phase=rising_late|wind_speed_band=0_1m,228,ALL,ALL,ALL,rising_late,ALL,ALL,0_1m,ALL,0.52193,0.25,0.109649,0.548246,B,9.923,-1.904,-0.517,-4.338
tide_phase_x_wind_speed,tide_phase=rising_late|wind_speed_band=2_3m,346,ALL,ALL,ALL,rising_late,ALL,ALL,2_3m,ALL,0.473988,0.234104,0.115607,0.557803,A,5.129,-3.494,0.079,-3.383
tide_phase_x_wind_speed,tide_phase=rising_late|wind_speed_band=4_5m,180,ALL,ALL,ALL,rising_late,ALL,ALL,4_5m,ALL,0.494444,0.211111,0.094444,0.644444,B,7.174,-5.793,-2.038,5.282
tide_phase_x_wind_speed,tide_phase=rising_late|wind_speed_band=6m_plus,42,ALL,ALL,ALL,rising_late,ALL,ALL,6m_plus,ALL,0.428571,0.238095,0.142857,0.619048,reference,0.587,-3.095,2.804,2.742
tide_phase_x_wind_speed,tide_phase=rising_late|wind_speed_band=unknown,10,ALL,ALL,ALL,rising_late,ALL,ALL,unknown,ALL,0.5,0.3,0.1,0.5,reference,7.73,3.096,-1.482,-9.163
tide_phase_x_wind_speed,tide_phase=rising_middle|wind_speed_band=0_1m,284,ALL,ALL,ALL,rising_middle,ALL,ALL,0_1m,ALL,0.419014,0.330986,0.09507,0.59507,B,-0.369,6.194,-1.975,0.344
tide_phase_x_wind_speed,tide_phase=rising_middle|wind_speed_band=2_3m,464,ALL,ALL,ALL,rising_middle,ALL,ALL,2_3m,ALL,0.400862,0.297414,0.099138,0.581897,A,-2.184,2.837,-1.568,-0.973
tide_phase_x_wind_speed,tide_phase=rising_middle|wind_speed_band=4_5m,255,ALL,ALL,ALL,rising_middle,ALL,ALL,4_5m,ALL,0.447059,0.262745,0.113725,0.647059,B,2.436,-0.63,-0.109,5.543
tide_phase_x_wind_speed,tide_phase=rising_middle|wind_speed_band=6m_plus,68,ALL,ALL,ALL,rising_middle,ALL,ALL,6m_plus,ALL,0.441176,0.367647,0.102941,0.632353,reference,1.848,9.86,-1.188,4.072
tide_phase_x_wind_speed,tide_phase=rising_middle|wind_speed_band=unknown,25,ALL,ALL,ALL,rising_middle,ALL,ALL,unknown,ALL,0.56,0.24,0.04,0.52,reference,13.73,-2.904,-7.482,-7.163
tide_window_x_wind_dir,tide_window=干潮前1h|wind_dir=unknown,18,ALL,ALL,ALL,ALL,干潮前1h,unknown,ALL,ALL,0.444444,0.222222,0.166667,0.388889,reference,2.174,-4.682,5.185,-20.274
tide_window_x_wind_dir,tide_window=干潮前1h|wind_dir=北,87,ALL,ALL,ALL,ALL,干潮前1h,北,ALL,ALL,0.287356,0.275862,0.252874,0.804598,C,-13.534,0.682,13.805,21.297
tide_window_x_wind_dir,tide_window=干潮前1h|wind_dir=北東,46,ALL,ALL,ALL,ALL,干潮前1h,北東,ALL,ALL,0.478261,0.326087,0.043478,0.521739,reference,5.556,5.704,-7.134,-6.989
tide_window_x_wind_dir,tide_window=干潮前1h|wind_dir=北西,9,ALL,ALL,ALL,ALL,干潮前1h,北西,ALL,ALL,0.111111,0.444444,0.222222,0.666667,reference,-31.159,17.54,10.74,7.504
tide_window_x_wind_dir,tide_window=干潮前1h|wind_dir=南,204,ALL,ALL,ALL,ALL,干潮前1h,南,ALL,ALL,0.397059,0.259804,0.117647,0.607843,B,-2.564,-0.924,0.283,1.621
tide_window_x_wind_dir,tide_window=干潮前1h|wind_dir=南東,75,ALL,ALL,ALL,ALL,干潮前1h,南東,ALL,ALL,0.373333,0.4,0.08,0.533333,C,-4.937,13.096,-3.482,-5.83
tide_window_x_wind_dir,tide_window=干潮前1h|wind_dir=南西,16,ALL,ALL,ALL,ALL,干潮前1h,南西,ALL,ALL,0.3125,0.3125,0.0625,0.5,reference,-11.02,4.346,-5.232,-9.163
tide_window_x_wind_dir,tide_window=干潮前1h|wind_dir=東,28,ALL,ALL,ALL,ALL,干潮前1h,東,ALL,ALL,0.357143,0.178571,0.142857,0.75,reference,-6.556,-9.047,2.804,15.837
tide_window_x_wind_dir,tide_window=干潮前1h|wind_dir=無風,25,ALL,ALL,ALL,ALL,干潮前1h,無風,ALL,ALL,0.36,0.32,0.2,0.64,reference,-6.27,5.096,8.518,4.837
tide_window_x_wind_dir,tide_window=干潮前1h|wind_dir=西,1,ALL,ALL,ALL,ALL,干潮前1h,西,ALL,ALL,0.0,0.0,0.0,0.0,reference,-42.27,-26.904,-11.482,-59.163
tide_window_x_wind_dir,tide_window=干潮前2h|wind_dir=unknown,21,ALL,ALL,ALL,ALL,干潮前2h,unknown,ALL,ALL,0.380952,0.238095,0.142857,0.380952,reference,-4.175,-3.095,2.804,-21.068
tide_window_x_wind_dir,tide_window=干潮前2h|wind_dir=北,80,ALL,ALL,ALL,ALL,干潮前2h,北,ALL,ALL,0.4125,0.2,0.1625,0.6125,C,-1.02,-6.904,4.768,2.087
tide_window_x_wind_dir,tide_window=干潮前2h|wind_dir=北東,42,ALL,ALL,ALL,ALL,干潮前2h,北東,ALL,ALL,0.285714,0.333333,0.166667,0.690476,reference,-13.699,6.429,5.185,9.885
