player_id,player_name,entry_course,starts,win_rate,second_rate,third_rate,top3_rate,avg_st,min_st,max_st,top_st_rate,course_avg_top3_rate,top3_vs_course_avg,entry_shift_count,entry_shift_rate,course_strength,reliability
3684,清 水 攻 二,5,8,12.5,0.0,0.0,12.5,0.206,0.12,0.36,0.0,38.06,-25.56,2,25.0,苦手,C
4022,待 鳥 雄 紀,2,8,12.5,0.0,25.0,37.5,0.152,0.09,0.21,25.0,52.69,-15.19,0,0.0,苦手,C
4458,抹 香 雄 三,3,5,0.0,0.0,0.0,0.0,0.168,0.11,0.25,0.0,52.71,-52.71,0,0.0,苦手,C
3866,木 山 誠 一,2,10,0.0,0.0,40.0,40.0,0.126,0.06,0.18,20.0,52.69,-12.69,0,0.0,苦手,B
4041,小 林 基 樹,2,5,0.0,20.0,20.0,40.0,0.19,0.09,0.29,0.0,52.69,-12.69,0,0.0,苦手,C
3605,中 村 守 成,5,6,0.0,0.0,16.67,16.67,0.183,0.13,0.22,0.0,38.06,-21.39,2,33.33,苦手,C
3922,菅 沼 佳 昭,2,5,0.0,40.0,0.0,40.0,0.144,0.06,0.3,20.0,52.69,-12.69,1,20.0,苦手,C
3866,木 山 誠 一,5,9,0.0,11.11,0.0,11.11,0.126,0.05,0.24,55.56,38.06,-26.95,2,22.22,苦手,C
3922,菅 沼 佳 昭,3,5,20.0,20.0,0.0,40.0,0.184,0.04,0.25,0.0,52.71,-12.71,1,20.0,苦手,C
3866,木 山 誠 一,3,6,0.0,16.67,0.0,16.67,0.132,0.04,0.31,16.67,52.71,-36.04,0,0.0,苦手,C
3684,清 水 攻 二,3,8,12.5,25.0,0.0,37.5,0.177,0.04,0.29,12.5,52.71,-15.21,0,0.0,苦手,C
4396,大 田 直 弥,2,9,0.0,11.11,11.11,22.22,0.188,0.09,0.31,0.0,52.69,-30.47,0,0.0,苦手,C
4458,抹 香 雄 三,6,6,0.0,0.0,0.0,0.0,0.122,0.04,0.25,0.0,23.06,-23.06,0,0.0,苦手,C
3630,黒 田 誠 司,3,6,0.0,0.0,16.67,16.67,0.218,0.11,0.37,0.0,52.71,-36.04,2,33.33,苦手,C
3684,清 水 攻 二,4,8,0.0,12.5,25.0,37.5,0.185,0.01,0.31,0.0,49.52,-12.02,0,0.0,苦手,C
4396,大 田 直 弥,6,6,0.0,0.0,0.0,0.0,0.253,0.15,0.34,0.0,23.06,-23.06,1,16.67,苦手,C
4294,古 賀 繁 輝,1,7,42.86,14.29,0.0,57.14,0.167,0.11,0.24,28.57,84.17,-27.03,0,0.0,苦手,C
4440,萩 原 知 哉,3,9,0.0,0.0,33.33,33.33,0.143,0.1,0.21,22.22,52.71,-19.38,1,11.11,苦手,C
3804,中 渡 修 作,4,21,4.76,28.57,4.76,38.1,0.117,0.03,0.23,47.62,49.52,-11.42,5,23.81,苦手,A
3808,秋 田 健太郎,4,5,0.0,0.0,0.0,0.0,0.118,0.06,0.24,20.0,49.52,-49.52,0,0.0,苦手,C
3528,笠 野 友紀恵,4,7,0.0,0.0,14.29,14.29,0.167,0.0,0.25,14.29,49.52,-35.23,1,14.29,苦手,C
4791,黒 澤 めぐみ,6,12,0.0,0.0,0.0,0.0,0.197,0.07,0.31,8.33,23.06,-23.06,1,8.33,苦手,B
3128,鳥 居 智 恵,3,7,0.0,0.0,28.57,28.57,0.231,0.11,0.35,14.29,52.71,-24.14,2,28.57,苦手,C
3932,池 田 浩 美,3,5,20.0,0.0,0.0,20.0,0.154,0.11,0.18,20.0,52.71,-32.71,0,0.0,苦手,C
4590,渡 邉 優 美,6,6,0.0,0.0,0.0,0.0,0.14,0.03,0.27,33.33,23.06,-23.06,1,16.67,苦手,C
3528,笠 野 友紀恵,3,10,0.0,10.0,30.0,40.0,0.199,0.1,0.35,0.0,52.71,-12.71,0,0.0,苦手,B
4031,飯 島 誠,5,5,0.0,0.0,0.0,0.0,0.142,0.05,0.24,40.0,38.06,-38.06,1,20.0,苦手,C
4590,渡 邉 優 美,1,11,45.45,9.09,0.0,54.55,0.132,0.01,0.25,27.27,84.17,-29.62,0,0.0,苦手,B
4722,竹 野 未 華,5,8,0.0,25.0,0.0,25.0,0.18,0.09,0.27,12.5,38.06,-13.06,2,25.0,苦手,C
3808,秋 田 健太郎,5,8,0.0,12.5,0.0,12.5,0.126,0.07,0.24,25.0,38.06,-25.56,1,12.5,苦手,C
4076,杉 田 篤 光,1,5,60.0,0.0,0.0,60.0,0.17,0.09,0.21,0.0,84.17,-24.17,0,0.0,苦手,C
4031,飯 島 誠,2,5,0.0,20.0,20.0,40.0,0.214,0.15,0.32,0.0,52.69,-12.69,0,0.0,苦手,C
4589,塩 崎 桐 加,4,6,16.67,0.0,16.67,33.33,0.137,0.07,0.18,0.0,49.52,-16.19,0,0.0,苦手,C
3518,倉 田 郁 美,3,7,0.0,14.29,0.0,14.29,0.163,0.04,0.28,14.29,52.71,-38.42,3,42.86,苦手,C
3128,鳥 居 智 恵,2,5,0.0,0.0,40.0,40.0,0.204,0.13,0.3,20.0,52.69,-12.69,3,60.0,苦手,C
3808,秋 田 健太郎,3,7,14.29,0.0,0.0,14.29,0.15,0.03,0.26,28.57,52.71,-38.42,0,0.0,苦手,C
4349,犬 童 千 秋,3,6,0.0,16.67,16.67,33.33,0.208,0.16,0.24,0.0,52.71,-19.38,0,0.0,苦手,C
4791,黒 澤 めぐみ,4,6,16.67,0.0,0.0,16.67,0.133,0.09,0.25,16.67,49.52,-32.85,0,0.0,苦手,C
4861,田 中 宏 樹,6,23,4.35,0.0,8.7,13.04,0.185,0.01,0.41,4.35,23.06,-10.02,7,30.43,苦手,A
3430,角 浜 修,1,5,20.0,40.0,0.0,60.0,0.16,0.02,0.24,20.0,84.17,-24.17,0,0.0,苦手,C
3970,亀 山 高 雅,5,5,0.0,0.0,20.0,20.0,0.198,0.09,0.26,20.0,38.06,-18.06,1,20.0,苦手,C
3361,岡 部 浩,1,7,42.86,28.57,0.0,71.43,0.189,0.08,0.25,14.29,84.17,-12.74,0,0.0,苦手,C
3520,岩 本 豊 志,2,5,0.0,0.0,20.0,20.0,0.196,0.16,0.25,0.0,52.69,-32.69,2,40.0,苦手,C
3838,伊 藤 啓 三,3,5,20.0,0.0,20.0,40.0,0.118,0.06,0.18,40.0,52.71,-12.71,0,0.0,苦手,C
3828,明 石 正 之,3,5,0.0,0.0,20.0,20.0,0.218,0.11,0.32,0.0,52.71,-32.71,0,0.0,苦手,C
4495,森 晋太郎,6,13,0.0,0.0,7.69,7.69,0.128,0.01,0.23,30.77,23.06,-15.37,1,7.69,苦手,B
3568,木 村 光 宏,4,6,0.0,16.67,0.0,16.67,0.168,0.1,0.34,0.0,49.52,-32.85,3,50.0,苦手,C
3970,亀 山 高 雅,2,5,0.0,20.0,20.0,40.0,0.232,0.13,0.35,0.0,52.69,-12.69,0,0.0,苦手,C
4177,萬 正 嗣,5,8,0.0,0.0,25.0,25.0,0.149,0.01,0.25,37.5,38.06,-13.06,2,25.0,苦手,C
3361,岡 部 浩,4,14,7.14,21.43,0.0,28.57,0.163,0.07,0.27,14.29,49.52,-20.95,2,14.29,苦手,B
3445,加 藤 高 史,4,6,0.0,33.33,0.0,33.33,0.177,0.03,0.36,33.33,49.52,-16.19,1,16.67,苦手,C
3430,角 浜 修,3,5,20.0,0.0,20.0,40.0,0.162,0.09,0.29,0.0,52.71,-12.71,0,0.0,苦手,C
3445,加 藤 高 史,6,6,0.0,0.0,0.0,0.0,0.16,0.08,0.22,0.0,23.06,-23.06,1,16.67,苦手,C
4861,田 中 宏 樹,5,7,0.0,0.0,14.29,14.29,0.131,0.08,0.2,0.0,38.06,-23.77,2,28.57,苦手,C
3828,明 石 正 之,2,5,20.0,0.0,20.0,40.0,0.192,0.13,0.25,0.0,52.69,-12.69,0,0.0,苦手,C
4603,谷 川 将 太,6,7,0.0,0.0,0.0,0.0,0.163,0.06,0.27,0.0,23.06,-23.06,1,14.29,苦手,C
4495,森 晋太郎,1,10,60.0,0.0,0.0,60.0,0.16,0.01,0.41,30.0,84.17,-24.17,0,0.0,苦手,B
4603,谷 川 将 太,2,7,0.0,0.0,28.57,28.57,0.15,0.11,0.28,14.29,52.69,-24.12,0,0.0,苦手,C
3445,加 藤 高 史,2,5,0.0,0.0,40.0,40.0,0.192,0.09,0.25,0.0,52.69,-12.69,0,0.0,苦手,C
3828,明 石 正 之,5,6,0.0,0.0,16.67,16.67,0.215,0.15,0.32,0.0,38.06,-21.39,1,16.67,苦手,C
4603,谷 川 将 太,3,5,0.0,0.0,0.0,0.0,0.15,0.12,0.19,20.0,52.71,-52.71,0,0.0,苦手,C
4449,中 嶋 達 也,3,6,0.0,0.0,16.67,16.67,0.195,0.09,0.32,16.67,52.71,-36.04,0,0.0,苦手,C
4046,谷 村 啓 司,3,13,0.0,7.69,23.08,30.77,0.174,0.07,0.23,0.0,52.71,-21.94,0,0.0,苦手,B
